,Junction,Vehicles,Year,Month,Date_no,Hour,Day
13840,1,105,2017,5,30,16,Tuesday
13841,1,104,2017,5,30,17,Tuesday
13842,1,110,2017,5,30,18,Tuesday
13843,1,109,2017,5,30,19,Tuesday
13844,1,102,2017,5,30,20,Tuesday
13845,1,95,2017,5,30,21,Tuesday
13846,1,48,2017,5,30,22,Tuesday
13847,1,68,2017,5,30,23,Tuesday
13848,1,80,2017,5,31,0,Wednesday
13849,1,66,2017,5,31,1,Wednesday
13850,1,56,2017,5,31,2,Wednesday
13851,1,49,2017,5,31,3,Wednesday
13852,1,38,2017,5,31,4,Wednesday
13853,1,39,2017,5,31,5,Wednesday
13854,1,46,2017,5,31,6,Wednesday
13855,1,52,2017,5,31,7,Wednesday
13856,1,62,2017,5,31,8,Wednesday
13857,1,67,2017,5,31,9,Wednesday
13858,1,84,2017,5,31,10,Wednesday
13859,1,100,2017,5,31,11,Wednesday
13860,1,106,2017,5,31,12,Wednesday
13861,1,97,2017,5,31,13,Wednesday
13862,1,100,2017,5,31,14,Wednesday
13863,1,103,2017,5,31,15,Wednesday
13864,1,97,2017,5,31,16,Wednesday
13865,1,97,2017,5,31,17,Wednesday
13866,1,99,2017,5,31,18,Wednesday
13867,1,100,2017,5,31,19,Wednesday
13868,1,99,2017,5,31,20,Wednesday
13869,1,89,2017,5,31,21,Wednesday
13870,1,85,2017,5,31,22,Wednesday
13871,1,83,2017,5,31,23,Wednesday
13872,1,80,2017,6,1,0,Thursday
13873,1,71,2017,6,1,1,Thursday
13874,1,61,2017,6,1,2,Thursday
13875,1,47,2017,6,1,3,Thursday
13876,1,40,2017,6,1,4,Thursday
13877,1,41,2017,6,1,5,Thursday
13878,1,44,2017,6,1,6,Thursday
13879,1,50,2017,6,1,7,Thursday
13880,1,55,2017,6,1,8,Thursday
13881,1,67,2017,6,1,9,Thursday
13882,1,84,2017,6,1,10,Thursday
13883,1,110,2017,6,1,11,Thursday
13884,1,111,2017,6,1,12,Thursday
13885,1,94,2017,6,1,13,Thursday
13886,1,106,2017,6,1,14,Thursday
13887,1,107,2017,6,1,15,Thursday
13888,1,117,2017,6,1,16,Thursday
13889,1,121,2017,6,1,17,Thursday
13890,1,110,2017,6,1,18,Thursday
13891,1,112,2017,6,1,19,Thursday
13892,1,105,2017,6,1,20,Thursday
13893,1,97,2017,6,1,21,Thursday
13894,1,89,2017,6,1,22,Thursday
13895,1,85,2017,6,1,23,Thursday
13896,1,79,2017,6,2,0,Friday
13897,1,69,2017,6,2,1,Friday
13898,1,55,2017,6,2,2,Friday
13899,1,48,2017,6,2,3,Friday
13900,1,38,2017,6,2,4,Friday
13901,1,40,2017,6,2,5,Friday
13902,1,46,2017,6,2,6,Friday
13903,1,56,2017,6,2,7,Friday
13904,1,62,2017,6,2,8,Friday
13905,1,72,2017,6,2,9,Friday
13906,1,83,2017,6,2,10,Friday
13907,1,95,2017,6,2,11,Friday
13908,1,97,2017,6,2,12,Friday
13909,1,88,2017,6,2,13,Friday
13910,1,100,2017,6,2,14,Friday
13911,1,90,2017,6,2,15,Friday
13912,1,89,2017,6,2,16,Friday
13913,1,84,2017,6,2,17,Friday
13914,1,92,2017,6,2,18,Friday
13915,1,98,2017,6,2,19,Friday
13916,1,98,2017,6,2,20,Friday
13917,1,86,2017,6,2,21,Friday
13918,1,82,2017,6,2,22,Friday
13919,1,81,2017,6,2,23,Friday
13920,1,70,2017,6,3,0,Saturday
13921,1,62,2017,6,3,1,Saturday
13922,1,52,2017,6,3,2,Saturday
13923,1,39,2017,6,3,3,Saturday
13924,1,34,2017,6,3,4,Saturday
13925,1,34,2017,6,3,5,Saturday
13926,1,40,2017,6,3,6,Saturday
13927,1,39,2017,6,3,7,Saturday
13928,1,47,2017,6,3,8,Saturday
13929,1,50,2017,6,3,9,Saturday
13930,1,58,2017,6,3,10,Saturday
13931,1,61,2017,6,3,11,Saturday
13932,1,59,2017,6,3,12,Saturday
13933,1,55,2017,6,3,13,Saturday
13934,1,58,2017,6,3,14,Saturday
13935,1,56,2017,6,3,15,Saturday
13936,1,50,2017,6,3,16,Saturday
13937,1,51,2017,6,3,17,Saturday
13938,1,62,2017,6,3,18,Saturday
13939,1,59,2017,6,3,19,Saturday
13940,1,64,2017,6,3,20,Saturday
13941,1,61,2017,6,3,21,Saturday
13942,1,60,2017,6,3,22,Saturday
13943,1,61,2017,6,3,23,Saturday
13944,1,47,2017,6,4,0,Sunday
13945,1,39,2017,6,4,1,Sunday
13946,1,37,2017,6,4,2,Sunday
13947,1,34,2017,6,4,3,Sunday
13948,1,26,2017,6,4,4,Sunday
13949,1,27,2017,6,4,5,Sunday
13950,1,28,2017,6,4,6,Sunday
13951,1,34,2017,6,4,7,Sunday
13952,1,33,2017,6,4,8,Sunday
13953,1,45,2017,6,4,9,Sunday
13954,1,51,2017,6,4,10,Sunday
13955,1,56,2017,6,4,11,Sunday
13956,1,60,2017,6,4,12,Sunday
13957,1,53,2017,6,4,13,Sunday
13958,1,54,2017,6,4,14,Sunday
13959,1,48,2017,6,4,15,Sunday
13960,1,49,2017,6,4,16,Sunday
13961,1,51,2017,6,4,17,Sunday
13962,1,57,2017,6,4,18,Sunday
13963,1,57,2017,6,4,19,Sunday
13964,1,56,2017,6,4,20,Sunday
13965,1,61,2017,6,4,21,Sunday
13966,1,63,2017,6,4,22,Sunday
13967,1,58,2017,6,4,23,Sunday
13968,1,56,2017,6,5,0,Monday
13969,1,46,2017,6,5,1,Monday
13970,1,38,2017,6,5,2,Monday
13971,1,38,2017,6,5,3,Monday
13972,1,31,2017,6,5,4,Monday
13973,1,33,2017,6,5,5,Monday
13974,1,42,2017,6,5,6,Monday
13975,1,48,2017,6,5,7,Monday
13976,1,56,2017,6,5,8,Monday
13977,1,65,2017,6,5,9,Monday
13978,1,84,2017,6,5,10,Monday
13979,1,101,2017,6,5,11,Monday
13980,1,106,2017,6,5,12,Monday
13981,1,94,2017,6,5,13,Monday
13982,1,101,2017,6,5,14,Monday
13983,1,103,2017,6,5,15,Monday
13984,1,93,2017,6,5,16,Monday
13985,1,89,2017,6,5,17,Monday
13986,1,96,2017,6,5,18,Monday
13987,1,100,2017,6,5,19,Monday
13988,1,93,2017,6,5,20,Monday
13989,1,89,2017,6,5,21,Monday
13990,1,89,2017,6,5,22,Monday
13991,1,83,2017,6,5,23,Monday
13992,1,75,2017,6,6,0,Tuesday
13993,1,71,2017,6,6,1,Tuesday
13994,1,55,2017,6,6,2,Tuesday
13995,1,47,2017,6,6,3,Tuesday
13996,1,43,2017,6,6,4,Tuesday
13997,1,42,2017,6,6,5,Tuesday
13998,1,43,2017,6,6,6,Tuesday
13999,1,51,2017,6,6,7,Tuesday
14000,1,61,2017,6,6,8,Tuesday
14001,1,65,2017,6,6,9,Tuesday
14002,1,96,2017,6,6,10,Tuesday
14003,1,112,2017,6,6,11,Tuesday
14004,1,109,2017,6,6,12,Tuesday
14005,1,102,2017,6,6,13,Tuesday
14006,1,113,2017,6,6,14,Tuesday
14007,1,115,2017,6,6,15,Tuesday
14008,1,127,2017,6,6,16,Tuesday
14009,1,134,2017,6,6,17,Tuesday
14010,1,140,2017,6,6,18,Tuesday
14011,1,136,2017,6,6,19,Tuesday
14012,1,126,2017,6,6,20,Tuesday
14013,1,114,2017,6,6,21,Tuesday
14014,1,104,2017,6,6,22,Tuesday
14015,1,95,2017,6,6,23,Tuesday
14016,1,87,2017,6,7,0,Wednesday
14017,1,81,2017,6,7,1,Wednesday
14018,1,65,2017,6,7,2,Wednesday
14019,1,57,2017,6,7,3,Wednesday
14020,1,47,2017,6,7,4,Wednesday
14021,1,46,2017,6,7,5,Wednesday
14022,1,53,2017,6,7,6,Wednesday
14023,1,59,2017,6,7,7,Wednesday
14024,1,67,2017,6,7,8,Wednesday
14025,1,78,2017,6,7,9,Wednesday
14026,1,95,2017,6,7,10,Wednesday
14027,1,114,2017,6,7,11,Wednesday
14028,1,111,2017,6,7,12,Wednesday
14029,1,97,2017,6,7,13,Wednesday
14030,1,107,2017,6,7,14,Wednesday
14031,1,111,2017,6,7,15,Wednesday
14032,1,104,2017,6,7,16,Wednesday
14033,1,102,2017,6,7,17,Wednesday
14034,1,104,2017,6,7,18,Wednesday
14035,1,105,2017,6,7,19,Wednesday
14036,1,101,2017,6,7,20,Wednesday
14037,1,95,2017,6,7,21,Wednesday
14038,1,93,2017,6,7,22,Wednesday
14039,1,88,2017,6,7,23,Wednesday
14040,1,84,2017,6,8,0,Thursday
14041,1,65,2017,6,8,1,Thursday
14042,1,55,2017,6,8,2,Thursday
14043,1,45,2017,6,8,3,Thursday
14044,1,44,2017,6,8,4,Thursday
14045,1,40,2017,6,8,5,Thursday
14046,1,49,2017,6,8,6,Thursday
14047,1,51,2017,6,8,7,Thursday
14048,1,58,2017,6,8,8,Thursday
14049,1,71,2017,6,8,9,Thursday
14050,1,104,2017,6,8,10,Thursday
14051,1,114,2017,6,8,11,Thursday
14052,1,112,2017,6,8,12,Thursday
14053,1,98,2017,6,8,13,Thursday
14054,1,110,2017,6,8,14,Thursday
14055,1,107,2017,6,8,15,Thursday
14056,1,100,2017,6,8,16,Thursday
14057,1,101,2017,6,8,17,Thursday
14058,1,106,2017,6,8,18,Thursday
14059,1,110,2017,6,8,19,Thursday
14060,1,108,2017,6,8,20,Thursday
14061,1,95,2017,6,8,21,Thursday
14062,1,88,2017,6,8,22,Thursday
14063,1,88,2017,6,8,23,Thursday
14064,1,84,2017,6,9,0,Friday
14065,1,73,2017,6,9,1,Friday
14066,1,59,2017,6,9,2,Friday
14067,1,48,2017,6,9,3,Friday
14068,1,43,2017,6,9,4,Friday
14069,1,38,2017,6,9,5,Friday
14070,1,45,2017,6,9,6,Friday
14071,1,52,2017,6,9,7,Friday
14072,1,54,2017,6,9,8,Friday
14073,1,67,2017,6,9,9,Friday
14074,1,85,2017,6,9,10,Friday
14075,1,100,2017,6,9,11,Friday
14076,1,102,2017,6,9,12,Friday
14077,1,94,2017,6,9,13,Friday
14078,1,100,2017,6,9,14,Friday
14079,1,99,2017,6,9,15,Friday
14080,1,90,2017,6,9,16,Friday
14081,1,86,2017,6,9,17,Friday
14082,1,94,2017,6,9,18,Friday
14083,1,96,2017,6,9,19,Friday
14084,1,90,2017,6,9,20,Friday
14085,1,80,2017,6,9,21,Friday
14086,1,79,2017,6,9,22,Friday
14087,1,75,2017,6,9,23,Friday
14088,1,65,2017,6,10,0,Saturday
14089,1,60,2017,6,10,1,Saturday
14090,1,47,2017,6,10,2,Saturday
14091,1,37,2017,6,10,3,Saturday
14092,1,33,2017,6,10,4,Saturday
14093,1,29,2017,6,10,5,Saturday
14094,1,30,2017,6,10,6,Saturday
14095,1,34,2017,6,10,7,Saturday
14096,1,42,2017,6,10,8,Saturday
14097,1,41,2017,6,10,9,Saturday
14098,1,53,2017,6,10,10,Saturday
14099,1,58,2017,6,10,11,Saturday
14100,1,59,2017,6,10,12,Saturday
14101,1,58,2017,6,10,13,Saturday
14102,1,57,2017,6,10,14,Saturday
14103,1,51,2017,6,10,15,Saturday
14104,1,53,2017,6,10,16,Saturday
14105,1,57,2017,6,10,17,Saturday
14106,1,57,2017,6,10,18,Saturday
14107,1,58,2017,6,10,19,Saturday
14108,1,65,2017,6,10,20,Saturday
14109,1,60,2017,6,10,21,Saturday
14110,1,61,2017,6,10,22,Saturday
14111,1,58,2017,6,10,23,Saturday
14112,1,54,2017,6,11,0,Sunday
14113,1,44,2017,6,11,1,Sunday
14114,1,35,2017,6,11,2,Sunday
14115,1,32,2017,6,11,3,Sunday
14116,1,24,2017,6,11,4,Sunday
14117,1,27,2017,6,11,5,Sunday
14118,1,28,2017,6,11,6,Sunday
14119,1,31,2017,6,11,7,Sunday
14120,1,38,2017,6,11,8,Sunday
14121,1,44,2017,6,11,9,Sunday
14122,1,50,2017,6,11,10,Sunday
14123,1,55,2017,6,11,11,Sunday
14124,1,58,2017,6,11,12,Sunday
14125,1,53,2017,6,11,13,Sunday
14126,1,50,2017,6,11,14,Sunday
14127,1,50,2017,6,11,15,Sunday
14128,1,54,2017,6,11,16,Sunday
14129,1,51,2017,6,11,17,Sunday
14130,1,66,2017,6,11,18,Sunday
14131,1,75,2017,6,11,19,Sunday
14132,1,75,2017,6,11,20,Sunday
14133,1,71,2017,6,11,21,Sunday
14134,1,69,2017,6,11,22,Sunday
14135,1,70,2017,6,11,23,Sunday
14136,1,59,2017,6,12,0,Monday
14137,1,46,2017,6,12,1,Monday
14138,1,38,2017,6,12,2,Monday
14139,1,40,2017,6,12,3,Monday
14140,1,33,2017,6,12,4,Monday
14141,1,33,2017,6,12,5,Monday
14142,1,40,2017,6,12,6,Monday
14143,1,50,2017,6,12,7,Monday
14144,1,56,2017,6,12,8,Monday
14145,1,70,2017,6,12,9,Monday
14146,1,90,2017,6,12,10,Monday
14147,1,117,2017,6,12,11,Monday
14148,1,122,2017,6,12,12,Monday
14149,1,106,2017,6,12,13,Monday
14150,1,116,2017,6,12,14,Monday
14151,1,119,2017,6,12,15,Monday
14152,1,115,2017,6,12,16,Monday
14153,1,111,2017,6,12,17,Monday
14154,1,114,2017,6,12,18,Monday
14155,1,120,2017,6,12,19,Monday
14156,1,107,2017,6,12,20,Monday
14157,1,105,2017,6,12,21,Monday
14158,1,94,2017,6,12,22,Monday
14159,1,91,2017,6,12,23,Monday
14160,1,81,2017,6,13,0,Tuesday
14161,1,75,2017,6,13,1,Tuesday
14162,1,60,2017,6,13,2,Tuesday
14163,1,50,2017,6,13,3,Tuesday
14164,1,44,2017,6,13,4,Tuesday
14165,1,39,2017,6,13,5,Tuesday
14166,1,50,2017,6,13,6,Tuesday
14167,1,55,2017,6,13,7,Tuesday
14168,1,63,2017,6,13,8,Tuesday
14169,1,70,2017,6,13,9,Tuesday
14170,1,93,2017,6,13,10,Tuesday
14171,1,115,2017,6,13,11,Tuesday
14172,1,117,2017,6,13,12,Tuesday
14173,1,102,2017,6,13,13,Tuesday
14174,1,116,2017,6,13,14,Tuesday
14175,1,106,2017,6,13,15,Tuesday
14176,1,107,2017,6,13,16,Tuesday
14177,1,105,2017,6,13,17,Tuesday
14178,1,119,2017,6,13,18,Tuesday
14179,1,114,2017,6,13,19,Tuesday
14180,1,110,2017,6,13,20,Tuesday
14181,1,98,2017,6,13,21,Tuesday
14182,1,96,2017,6,13,22,Tuesday
14183,1,90,2017,6,13,23,Tuesday
14184,1,84,2017,6,14,0,Wednesday
14185,1,73,2017,6,14,1,Wednesday
14186,1,55,2017,6,14,2,Wednesday
14187,1,49,2017,6,14,3,Wednesday
14188,1,39,2017,6,14,4,Wednesday
14189,1,45,2017,6,14,5,Wednesday
14190,1,46,2017,6,14,6,Wednesday
14191,1,55,2017,6,14,7,Wednesday
14192,1,58,2017,6,14,8,Wednesday
14193,1,69,2017,6,14,9,Wednesday
14194,1,91,2017,6,14,10,Wednesday
14195,1,106,2017,6,14,11,Wednesday
14196,1,111,2017,6,14,12,Wednesday
14197,1,95,2017,6,14,13,Wednesday
14198,1,109,2017,6,14,14,Wednesday
14199,1,107,2017,6,14,15,Wednesday
14200,1,102,2017,6,14,16,Wednesday
14201,1,102,2017,6,14,17,Wednesday
14202,1,114,2017,6,14,18,Wednesday
14203,1,108,2017,6,14,19,Wednesday
14204,1,103,2017,6,14,20,Wednesday
14205,1,98,2017,6,14,21,Wednesday
14206,1,93,2017,6,14,22,Wednesday
14207,1,86,2017,6,14,23,Wednesday
14208,1,83,2017,6,15,0,Thursday
14209,1,69,2017,6,15,1,Thursday
14210,1,53,2017,6,15,2,Thursday
14211,1,50,2017,6,15,3,Thursday
14212,1,44,2017,6,15,4,Thursday
14213,1,43,2017,6,15,5,Thursday
14214,1,47,2017,6,15,6,Thursday
14215,1,51,2017,6,15,7,Thursday
14216,1,58,2017,6,15,8,Thursday
14217,1,72,2017,6,15,9,Thursday
14218,1,90,2017,6,15,10,Thursday
14219,1,115,2017,6,15,11,Thursday
14220,1,113,2017,6,15,12,Thursday
14221,1,98,2017,6,15,13,Thursday
14222,1,105,2017,6,15,14,Thursday
14223,1,102,2017,6,15,15,Thursday
14224,1,95,2017,6,15,16,Thursday
14225,1,98,2017,6,15,17,Thursday
14226,1,98,2017,6,15,18,Thursday
14227,1,104,2017,6,15,19,Thursday
14228,1,103,2017,6,15,20,Thursday
14229,1,91,2017,6,15,21,Thursday
14230,1,88,2017,6,15,22,Thursday
14231,1,87,2017,6,15,23,Thursday
14232,1,80,2017,6,16,0,Friday
14233,1,62,2017,6,16,1,Friday
14234,1,56,2017,6,16,2,Friday
14235,1,47,2017,6,16,3,Friday
14236,1,40,2017,6,16,4,Friday
14237,1,38,2017,6,16,5,Friday
14238,1,42,2017,6,16,6,Friday
14239,1,48,2017,6,16,7,Friday
14240,1,52,2017,6,16,8,Friday
14241,1,68,2017,6,16,9,Friday
14242,1,89,2017,6,16,10,Friday
14243,1,102,2017,6,16,11,Friday
14244,1,100,2017,6,16,12,Friday
14245,1,95,2017,6,16,13,Friday
14246,1,99,2017,6,16,14,Friday
14247,1,99,2017,6,16,15,Friday
14248,1,103,2017,6,16,16,Friday
14249,1,92,2017,6,16,17,Friday
14250,1,104,2017,6,16,18,Friday
14251,1,95,2017,6,16,19,Friday
14252,1,102,2017,6,16,20,Friday
14253,1,81,2017,6,16,21,Friday
14254,1,82,2017,6,16,22,Friday
14255,1,74,2017,6,16,23,Friday
14256,1,68,2017,6,17,0,Saturday
14257,1,55,2017,6,17,1,Saturday
14258,1,46,2017,6,17,2,Saturday
14259,1,36,2017,6,17,3,Saturday
14260,1,34,2017,6,17,4,Saturday
14261,1,28,2017,6,17,5,Saturday
14262,1,29,2017,6,17,6,Saturday
14263,1,31,2017,6,17,7,Saturday
14264,1,40,2017,6,17,8,Saturday
14265,1,45,2017,6,17,9,Saturday
14266,1,54,2017,6,17,10,Saturday
14267,1,55,2017,6,17,11,Saturday
14268,1,56,2017,6,17,12,Saturday
14269,1,55,2017,6,17,13,Saturday
14270,1,54,2017,6,17,14,Saturday
14271,1,61,2017,6,17,15,Saturday
14272,1,59,2017,6,17,16,Saturday
14273,1,52,2017,6,17,17,Saturday
14274,1,53,2017,6,17,18,Saturday
14275,1,68,2017,6,17,19,Saturday
14276,1,69,2017,6,17,20,Saturday
14277,1,58,2017,6,17,21,Saturday
14278,1,54,2017,6,17,22,Saturday
14279,1,55,2017,6,17,23,Saturday
14280,1,49,2017,6,18,0,Sunday
14281,1,41,2017,6,18,1,Sunday
14282,1,37,2017,6,18,2,Sunday
14283,1,34,2017,6,18,3,Sunday
14284,1,28,2017,6,18,4,Sunday
14285,1,26,2017,6,18,5,Sunday
14286,1,24,2017,6,18,6,Sunday
14287,1,30,2017,6,18,7,Sunday
14288,1,35,2017,6,18,8,Sunday
14289,1,38,2017,6,18,9,Sunday
14290,1,49,2017,6,18,10,Sunday
14291,1,49,2017,6,18,11,Sunday
14292,1,52,2017,6,18,12,Sunday
14293,1,49,2017,6,18,13,Sunday
14294,1,47,2017,6,18,14,Sunday
14295,1,45,2017,6,18,15,Sunday
14296,1,48,2017,6,18,16,Sunday
14297,1,52,2017,6,18,17,Sunday
14298,1,50,2017,6,18,18,Sunday
14299,1,57,2017,6,18,19,Sunday
14300,1,61,2017,6,18,20,Sunday
14301,1,56,2017,6,18,21,Sunday
14302,1,60,2017,6,18,22,Sunday
14303,1,59,2017,6,18,23,Sunday
14304,1,48,2017,6,19,0,Monday
14305,1,42,2017,6,19,1,Monday
14306,1,39,2017,6,19,2,Monday
14307,1,35,2017,6,19,3,Monday
14308,1,29,2017,6,19,4,Monday
14309,1,34,2017,6,19,5,Monday
14310,1,38,2017,6,19,6,Monday
14311,1,51,2017,6,19,7,Monday
14312,1,54,2017,6,19,8,Monday
14313,1,61,2017,6,19,9,Monday
14314,1,96,2017,6,19,10,Monday
14315,1,111,2017,6,19,11,Monday
14316,1,113,2017,6,19,12,Monday
14317,1,105,2017,6,19,13,Monday
14318,1,115,2017,6,19,14,Monday
14319,1,111,2017,6,19,15,Monday
14320,1,104,2017,6,19,16,Monday
14321,1,108,2017,6,19,17,Monday
14322,1,108,2017,6,19,18,Monday
14323,1,113,2017,6,19,19,Monday
14324,1,107,2017,6,19,20,Monday
14325,1,95,2017,6,19,21,Monday
14326,1,91,2017,6,19,22,Monday
14327,1,90,2017,6,19,23,Monday
14328,1,78,2017,6,20,0,Tuesday
14329,1,73,2017,6,20,1,Tuesday
14330,1,56,2017,6,20,2,Tuesday
14331,1,51,2017,6,20,3,Tuesday
14332,1,42,2017,6,20,4,Tuesday
14333,1,42,2017,6,20,5,Tuesday
14334,1,42,2017,6,20,6,Tuesday
14335,1,51,2017,6,20,7,Tuesday
14336,1,60,2017,6,20,8,Tuesday
14337,1,76,2017,6,20,9,Tuesday
14338,1,92,2017,6,20,10,Tuesday
14339,1,102,2017,6,20,11,Tuesday
14340,1,113,2017,6,20,12,Tuesday
14341,1,100,2017,6,20,13,Tuesday
14342,1,107,2017,6,20,14,Tuesday
14343,1,110,2017,6,20,15,Tuesday
14344,1,101,2017,6,20,16,Tuesday
14345,1,108,2017,6,20,17,Tuesday
14346,1,114,2017,6,20,18,Tuesday
14347,1,112,2017,6,20,19,Tuesday
14348,1,108,2017,6,20,20,Tuesday
14349,1,106,2017,6,20,21,Tuesday
14350,1,101,2017,6,20,22,Tuesday
14351,1,99,2017,6,20,23,Tuesday
14352,1,84,2017,6,21,0,Wednesday
14353,1,71,2017,6,21,1,Wednesday
14354,1,62,2017,6,21,2,Wednesday
14355,1,52,2017,6,21,3,Wednesday
14356,1,43,2017,6,21,4,Wednesday
14357,1,41,2017,6,21,5,Wednesday
14358,1,44,2017,6,21,6,Wednesday
14359,1,54,2017,6,21,7,Wednesday
14360,1,60,2017,6,21,8,Wednesday
14361,1,70,2017,6,21,9,Wednesday
14362,1,96,2017,6,21,10,Wednesday
14363,1,103,2017,6,21,11,Wednesday
14364,1,110,2017,6,21,12,Wednesday
14365,1,97,2017,6,21,13,Wednesday
14366,1,106,2017,6,21,14,Wednesday
14367,1,102,2017,6,21,15,Wednesday
14368,1,100,2017,6,21,16,Wednesday
14369,1,102,2017,6,21,17,Wednesday
14370,1,105,2017,6,21,18,Wednesday
14371,1,109,2017,6,21,19,Wednesday
14372,1,106,2017,6,21,20,Wednesday
14373,1,97,2017,6,21,21,Wednesday
14374,1,94,2017,6,21,22,Wednesday
14375,1,88,2017,6,21,23,Wednesday
14376,1,76,2017,6,22,0,Thursday
14377,1,66,2017,6,22,1,Thursday
14378,1,54,2017,6,22,2,Thursday
14379,1,46,2017,6,22,3,Thursday
14380,1,41,2017,6,22,4,Thursday
14381,1,38,2017,6,22,5,Thursday
14382,1,44,2017,6,22,6,Thursday
14383,1,50,2017,6,22,7,Thursday
14384,1,58,2017,6,22,8,Thursday
14385,1,71,2017,6,22,9,Thursday
14386,1,107,2017,6,22,10,Thursday
14387,1,115,2017,6,22,11,Thursday
14388,1,119,2017,6,22,12,Thursday
14389,1,104,2017,6,22,13,Thursday
14390,1,119,2017,6,22,14,Thursday
14391,1,111,2017,6,22,15,Thursday
14392,1,103,2017,6,22,16,Thursday
14393,1,102,2017,6,22,17,Thursday
14394,1,111,2017,6,22,18,Thursday
14395,1,112,2017,6,22,19,Thursday
14396,1,110,2017,6,22,20,Thursday
14397,1,97,2017,6,22,21,Thursday
14398,1,91,2017,6,22,22,Thursday
14399,1,84,2017,6,22,23,Thursday
14400,1,78,2017,6,23,0,Friday
14401,1,69,2017,6,23,1,Friday
14402,1,58,2017,6,23,2,Friday
14403,1,50,2017,6,23,3,Friday
14404,1,37,2017,6,23,4,Friday
14405,1,38,2017,6,23,5,Friday
14406,1,41,2017,6,23,6,Friday
14407,1,47,2017,6,23,7,Friday
14408,1,61,2017,6,23,8,Friday
14409,1,71,2017,6,23,9,Friday
14410,1,87,2017,6,23,10,Friday
14411,1,92,2017,6,23,11,Friday
14412,1,96,2017,6,23,12,Friday
14413,1,87,2017,6,23,13,Friday
14414,1,95,2017,6,23,14,Friday
14415,1,92,2017,6,23,15,Friday
14416,1,82,2017,6,23,16,Friday
14417,1,85,2017,6,23,17,Friday
14418,1,88,2017,6,23,18,Friday
14419,1,94,2017,6,23,19,Friday
14420,1,90,2017,6,23,20,Friday
14421,1,81,2017,6,23,21,Friday
14422,1,75,2017,6,23,22,Friday
14423,1,75,2017,6,23,23,Friday
14424,1,66,2017,6,24,0,Saturday
14425,1,54,2017,6,24,1,Saturday
14426,1,47,2017,6,24,2,Saturday
14427,1,42,2017,6,24,3,Saturday
14428,1,33,2017,6,24,4,Saturday
14429,1,29,2017,6,24,5,Saturday
14430,1,34,2017,6,24,6,Saturday
14431,1,36,2017,6,24,7,Saturday
14432,1,38,2017,6,24,8,Saturday
14433,1,44,2017,6,24,9,Saturday
14434,1,51,2017,6,24,10,Saturday
14435,1,55,2017,6,24,11,Saturday
14436,1,55,2017,6,24,12,Saturday
14437,1,53,2017,6,24,13,Saturday
14438,1,55,2017,6,24,14,Saturday
14439,1,56,2017,6,24,15,Saturday
14440,1,58,2017,6,24,16,Saturday
14441,1,56,2017,6,24,17,Saturday
14442,1,58,2017,6,24,18,Saturday
14443,1,65,2017,6,24,19,Saturday
14444,1,64,2017,6,24,20,Saturday
14445,1,66,2017,6,24,21,Saturday
14446,1,64,2017,6,24,22,Saturday
14447,1,63,2017,6,24,23,Saturday
14448,1,57,2017,6,25,0,Sunday
14449,1,44,2017,6,25,1,Sunday
14450,1,35,2017,6,25,2,Sunday
14451,1,33,2017,6,25,3,Sunday
14452,1,28,2017,6,25,4,Sunday
14453,1,25,2017,6,25,5,Sunday
14454,1,27,2017,6,25,6,Sunday
14455,1,32,2017,6,25,7,Sunday
14456,1,37,2017,6,25,8,Sunday
14457,1,44,2017,6,25,9,Sunday
14458,1,52,2017,6,25,10,Sunday
14459,1,56,2017,6,25,11,Sunday
14460,1,58,2017,6,25,12,Sunday
14461,1,60,2017,6,25,13,Sunday
14462,1,55,2017,6,25,14,Sunday
14463,1,54,2017,6,25,15,Sunday
14464,1,57,2017,6,25,16,Sunday
14465,1,56,2017,6,25,17,Sunday
14466,1,59,2017,6,25,18,Sunday
14467,1,66,2017,6,25,19,Sunday
14468,1,64,2017,6,25,20,Sunday
14469,1,61,2017,6,25,21,Sunday
14470,1,64,2017,6,25,22,Sunday
14471,1,60,2017,6,25,23,Sunday
14472,1,59,2017,6,26,0,Monday
14473,1,51,2017,6,26,1,Monday
14474,1,42,2017,6,26,2,Monday
14475,1,40,2017,6,26,3,Monday
14476,1,34,2017,6,26,4,Monday
14477,1,33,2017,6,26,5,Monday
14478,1,41,2017,6,26,6,Monday
14479,1,48,2017,6,26,7,Monday
14480,1,55,2017,6,26,8,Monday
14481,1,64,2017,6,26,9,Monday
14482,1,73,2017,6,26,10,Monday
14483,1,81,2017,6,26,11,Monday
14484,1,91,2017,6,26,12,Monday
14485,1,84,2017,6,26,13,Monday
14486,1,87,2017,6,26,14,Monday
14487,1,86,2017,6,26,15,Monday
14488,1,88,2017,6,26,16,Monday
14489,1,93,2017,6,26,17,Monday
14490,1,107,2017,6,26,18,Monday
14491,1,111,2017,6,26,19,Monday
14492,1,107,2017,6,26,20,Monday
14493,1,103,2017,6,26,21,Monday
14494,1,99,2017,6,26,22,Monday
14495,1,97,2017,6,26,23,Monday
14496,1,92,2017,6,27,0,Tuesday
14497,1,75,2017,6,27,1,Tuesday
14498,1,69,2017,6,27,2,Tuesday
14499,1,51,2017,6,27,3,Tuesday
14500,1,43,2017,6,27,4,Tuesday
14501,1,41,2017,6,27,5,Tuesday
14502,1,46,2017,6,27,6,Tuesday
14503,1,52,2017,6,27,7,Tuesday
14504,1,62,2017,6,27,8,Tuesday
